Ref,Val,Package,PosX,PosY,Rot,Side
"J2","Conn_01x08_Pin","PinHeader_1x08_P2.54mm_Vertical",150.975000,-68.550000,180.000000,bottom
"J3","Conn_01x08_Pin","PinHeader_1x08_P2.54mm_Vertical",135.735000,-68.550000,180.000000,bottom
